"name","region","country","lat","lon","tz_id","localtime_epoch","localtime","time","temp_c","temp_f","condition_text","condition_icon","wind_mph","wind_kph","wind_degree","wind_dir","pressure_mb","pressure_in","precip_mm","precip_in","snow_cm","humidity","cloud","feelslike_c","feelslike_f","windchill_c","windchill_f","heatindex_c","heatindex_f","dewpoint_c","dewpoint_f","will_it_rain","chance_of_rain","will_it_snow","chance_of_snow","vis_km","vis_miles","gust_mph","gust_kph","uv"
Kathmandu,"",Nepal,27.7167,85.3167,Asia/Kathmandu,1745491708,"2025-04-24 16:33","2025-04-24 00:00",20.7,69.3,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,2.7,4.3,57,ENE,1006.0,29.7,0.0,0.0,0.0,27,0,20.7,69.3,20.7,69.3,20.7,69.3,1.0,33.8,0,0,0,0,10.0,6.0,5.6,9.1,0.0
Kathmandu,"",Nepal,27.7167,85.3167,Asia/Kathmandu,1745490818,"2025-04-24 16:18","2025-04-23 23:00",21.6,70.9,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,2.0,3.2,47,NE,1006.0,29.7,0.0,0.0,0.0,27,0,21.6,70.9,21.6,70.9,22.8,73.0,1.6,34.9,0,0,0,0,10.0,6.0,4.2,6.8,0.0
Kathmandu,"",Nepal,27.7167,85.3167,Asia/Kathmandu,1745490818,"2025-04-24 16:18","2025-04-23 22:00",21.9,71.5,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1.6,2.5,9,N,1006.0,29.71,0.0,0.0,0.0,28,0,21.9,71.5,21.9,71.5,23.1,73.6,2.9,37.2,0,0,0,0,10.0,6.0,3.3,5.3,0.0
Kathmandu,"",Nepal,27.7167,85.3167,Asia/Kathmandu,1745490818,"2025-04-24 16:18","2025-04-23 21:00",22.8,73.0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1.8,2.9,335,NNW,1006.0,29.72,0.0,0.0,0.0,29,0,23.5,74.3,22.8,73.0,23.5,74.3,4.0,39.3,0,0,0,0,10.0,6.0,3.8,6.0,0.0
Kathmandu,"",Nepal,27.7167,85.3167,Asia/Kathmandu,1745490818,"2025-04-24 16:18","2025-04-23 20:00",23.2,73.8,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,2.2,3.6,300,WNW,1006.0,29.71,0.0,0.0,0.0,29,0,23.6,74.6,23.2,73.8,23.6,74.6,4.1,39.4,0,0,0,0,10.0,6.0,4.7,7.6,0.0
Kathmandu,"",Nepal,27.7167,85.3167,Asia/Kathmandu,1745490818,"2025-04-24 16:18","2025-04-23 19:00",23.8,74.8,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,2.9,4.7,277,W,1006.0,29.7,0.0,0.0,0.0,27,0,23.8,74.8,23.8,74.8,23.8,74.8,3.8,38.8,0,0,0,0,10.0,6.0,6.1,9.8,0.0
Kathmandu,"",Nepal,27.7167,85.3167,Asia/Kathmandu,1745490818,"2025-04-24 16:18","2025-04-23 18:00",24.9,76.8,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,4.0,6.5,267,W,1004.0,29.66,0.0,0.0,0.0,25,0,24.2,75.5,24.9,76.8,24.2,75.5,3.3,37.9,0,0,0,0,10.0,6.0,8.5,13.6,6.0
Kathmandu,"",Nepal,27.7167,85.3167,Asia/Kathmandu,1745490818,"2025-04-24 16:18","2025-04-23 17:00",28.8,83.8,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,5.4,8.6,254,WSW,1003.0,29.62,0.0,0.0,0.0,20,0,26.7,80.0,28.8,83.8,26.7,80.0,3.6,38.4,0,0,0,0,10.0,6.0,7.5,12.0,7.0
Kathmandu,"",Nepal,27.7167,85.3167,Asia/Kathmandu,1745490818,"2025-04-24 16:18","2025-04-23 16:00",30.7,87.3,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,7.4,11.9,252,WSW,1002.0,29.6,0.0,0.0,0.0,15,0,28.5,83.2,30.7,87.3,28.5,83.2,1.1,33.9,0,0,0,0,10.0,6.0,8.5,13.7,8.0
Kathmandu,"",Nepal,27.7167,85.3167,Asia/Kathmandu,1745490818,"2025-04-24 16:18","2025-04-23 15:00",31.6,88.9,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,8.1,13.0,247,WSW,1002.0,29.6,0.0,0.0,0.0,14,0,29.4,84.9,31.6,88.9,29.4,84.9,1.1,34.0,0,0,0,0,10.0,6.0,9.3,14.9,8.0
Kathmandu,"",Nepal,27.7167,85.3167,Asia/Kathmandu,1745490818,"2025-04-24 16:18","2025-04-23 14:00",32.2,89.9,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,8.7,14.0,245,WSW,1003.0,29.61,0.0,0.0,0.0,14,0,29.9,85.9,32.2,89.9,29.9,85.9,1.3,34.4,0,0,0,0,10.0,6.0,10.0,16.2,8.0
Kathmandu,"",Nepal,27.7167,85.3167,Asia/Kathmandu,1745490818,"2025-04-24 16:18","2025-04-23 13:00",32.3,90.2,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,8.5,13.7,247,WSW,1003.0,29.63,0.0,0.0,0.0,14,0,30.2,86.3,32.4,90.2,30.2,86.3,1.3,34.3,0,0,0,0,10.0,6.0,9.8,15.7,8.0
Kathmandu,"",Nepal,27.7167,85.3167,Asia/Kathmandu,1745490818,"2025-04-24 16:18","2025-04-23 12:00",32.3,90.1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,7.6,12.2,246,WSW,1004.0,29.66,0.0,0.0,0.0,14,0,30.1,86.1,32.3,90.1,30.1,86.1,1.3,34.4,0,0,0,0,10.0,6.0,8.7,14.1,8.0
Kathmandu,"",Nepal,27.7167,85.3167,Asia/Kathmandu,1745490818,"2025-04-24 16:18","2025-04-23 11:00",31.7,89.1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,6.7,10.8,246,WSW,1005.0,29.69,0.0,0.0,0.0,14,0,29.5,85.1,31.7,89.1,29.5,85.1,1.2,34.2,0,0,0,0,10.0,6.0,7.7,12.4,8.0
Kathmandu,"",Nepal,27.7167,85.3167,Asia/Kathmandu,1745490818,"2025-04-24 16:18","2025-04-23 10:00",31.0,87.8,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,5.6,9.0,251,WSW,1007.0,29.72,0.0,0.0,0.0,15,0,28.8,83.8,31.0,87.8,28.8,83.8,1.2,34.1,0,0,0,0,10.0,6.0,6.4,10.4,8.0
Kathmandu,"",Nepal,27.7167,85.3167,Asia/Kathmandu,1745490818,"2025-04-24 16:18","2025-04-23 09:00",30.0,86.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,3.8,6.1,249,WSW,1007.0,29.74,0.0,0.0,0.0,17,0,27.8,82.0,30.0,86.0,27.8,82.0,2.6,36.6,0,0,0,0,10.0,6.0,4.4,7.1,8.0
Kathmandu,"",Nepal,27.7167,85.3167,Asia/Kathmandu,1745490818,"2025-04-24 16:18","2025-04-23 08:00",27.8,82.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1.8,2.9,193,SSW,1008.0,29.75,0.0,0.0,0.0,23,0,26.2,79.1,27.8,82.0,26.2,79.1,5.1,41.1,0,0,0,0,10.0,6.0,2.1,3.3,7.0
Kathmandu,"",Nepal,27.7167,85.3167,Asia/Kathmandu,1745490818,"2025-04-24 16:18","2025-04-23 07:00",25.5,78.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,2.2,3.6,103,ESE,1008.0,29.76,0.0,0.0,0.0,30,0,25.0,77.1,25.5,78.0,25.0,77.1,6.6,43.8,0,0,0,0,10.0,6.0,2.6,4.1,7.0
Kathmandu,"",Nepal,27.7167,85.3167,Asia/Kathmandu,1745490818,"2025-04-24 16:18","2025-04-23 06:00",21.9,71.5,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,2.5,4.0,72,ENE,1008.0,29.77,0.0,0.0,0.0,40,0,21.9,71.5,21.9,71.5,24.0,75.2,7.6,45.7,0,0,0,0,10.0,6.0,4.6,7.3,6.0
Kathmandu,"",Nepal,27.7167,85.3167,Asia/Kathmandu,1745490818,"2025-04-24 16:18","2025-04-23 05:00",19.2,66.5,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,2.9,4.7,67,ENE,1008.0,29.77,0.0,0.0,0.0,44,0,19.2,66.5,19.2,66.5,19.2,66.5,6.6,43.8,0,0,0,0,10.0,6.0,6.1,9.8,0.0
Kathmandu,"",Nepal,27.7167,85.3167,Asia/Kathmandu,1745490818,"2025-04-24 16:18","2025-04-23 04:00",18.8,65.8,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,2.9,4.7,57,ENE,1008.0,29.76,0.0,0.0,0.0,44,0,18.8,65.8,18.8,65.8,18.8,65.8,6.5,43.6,0,0,0,0,10.0,6.0,6.1,9.8,0.0
Kathmandu,"",Nepal,27.7167,85.3167,Asia/Kathmandu,1745490818,"2025-04-24 16:18","2025-04-23 03:00",19.4,66.9,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,2.9,4.7,54,NE,1008.0,29.76,0.0,0.0,0.0,45,0,19.4,66.9,19.4,66.9,19.4,66.9,7.2,45.0,0,0,0,0,10.0,6.0,6.1,9.8,0.0
Kathmandu,"",Nepal,27.7167,85.3167,Asia/Kathmandu,1745490818,"2025-04-24 16:18","2025-04-23 02:00",19.5,67.1,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,2.7,4.3,54,NE,1008.0,29.76,0.0,0.0,0.0,45,0,19.5,67.1,19.5,67.1,19.5,67.1,7.4,45.4,0,0,0,0,10.0,6.0,5.6,9.1,0.0
Kathmandu,"",Nepal,27.7167,85.3167,Asia/Kathmandu,1745490818,"2025-04-24 16:18","2025-04-23 01:00",19.2,66.6,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,2.7,4.3,55,NE,1008.0,29.77,0.0,0.0,0.0,45,0,19.2,66.6,19.2,66.6,19.2,66.6,7.1,44.7,0,0,0,0,10.0,6.0,5.6,9.1,0.0
Kathmandu,"",Nepal,27.7167,85.3167,Asia/Kathmandu,1745490818,"2025-04-24 16:18","2025-04-23 00:00",19.6,67.2,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,3.1,5.0,54,NE,1009.0,29.79,0.0,0.0,0.0,44,0,19.6,67.2,19.6,67.2,19.6,67.2,7.1,44.8,0,0,0,0,10.0,6.0,6.6,10.6,0.0
Kathmandu,"",Nepal,27.7167,85.3167,Asia/Kathmandu,1745491176,"2025-04-24 16:24","2025-04-22 23:00",20.9,69.5,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,2.0,3.2,12,NNE,1009.0,29.79,0.0,0.0,0.0,37,3,20.9,69.5,20.9,69.5,20.9,69.5,10.1,50.2,0,0,0,0,10.0,6.0,4.2,6.8,0.0
Kathmandu,"",Nepal,27.7167,85.3167,Asia/Kathmandu,1745491176,"2025-04-24 16:24","2025-04-22 22:00",21.5,70.7,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,2.0,3.2,335,NNW,1009.0,29.81,0.0,0.0,0.0,36,4,21.5,70.7,21.5,70.7,24.4,75.9,10.5,50.9,0,0,0,0,10.0,6.0,7.3,11.7,0.0
Kathmandu,"",Nepal,27.7167,85.3167,Asia/Kathmandu,1745491176,"2025-04-24 16:24","2025-04-22 21:00",21.8,71.3,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,2.2,3.6,308,NW,1010.0,29.82,0.0,0.0,0.0,36,4,21.8,71.3,21.8,71.3,24.4,75.9,10.6,51.1,0,0,0,0,10.0,6.0,8.5,13.7,0.0
Kathmandu,"",Nepal,27.7167,85.3167,Asia/Kathmandu,1745491176,"2025-04-24 16:24","2025-04-22 20:00",22.3,72.1,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,2.2,3.6,295,WNW,1010.0,29.81,0.0,0.0,0.0,36,4,24.5,76.1,22.3,72.1,24.5,76.1,10.8,51.5,0,0,0,0,10.0,6.0,9.4,15.1,0.0
Kathmandu,"",Nepal,27.7167,85.3167,Asia/Kathmandu,1745491176,"2025-04-24 16:24","2025-04-22 19:00",22.8,73.0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,2.5,4.0,293,WNW,1009.0,29.79,0.0,0.0,0.0,35,3,24.6,76.3,22.8,73.0,24.6,76.3,11.0,51.8,0,0,0,0,10.0,6.0,9.7,15.7,0.0
Kathmandu,"",Nepal,27.7167,85.3167,Asia/Kathmandu,1745491176,"2025-04-24 16:24","2025-04-22 18:00",24.0,75.2,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,3.8,6.1,284,WNW,1008.0,29.76,0.0,0.0,0.0,33,3,25.1,77.2,24.0,75.2,25.1,77.2,11.4,52.4,0,0,0,0,10.0,6.0,11.8,19.0,6.0
Kathmandu,"",Nepal,27.7167,85.3167,Asia/Kathmandu,1745491176,"2025-04-24 16:24","2025-04-22 17:00",26.7,80.1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,4.7,7.6,272,W,1007.0,29.73,0.0,0.0,0.0,28,2,26.7,80.0,26.7,80.1,26.7,80.0,11.4,52.6,0,0,0,0,10.0,6.0,12.6,20.4,7.0
Kathmandu,"",Nepal,27.7167,85.3167,Asia/Kathmandu,1745491176,"2025-04-24 16:24","2025-04-22 16:00",28.8,83.8,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,6.7,10.8,269,W,1006.0,29.71,0.0,0.0,0.0,21,2,27.9,82.1,28.8,83.8,27.9,82.1,9.5,49.0,0,0,0,0,10.0,6.0,15.2,24.4,7.0
Kathmandu,"",Nepal,27.7167,85.3167,Asia/Kathmandu,1745491176,"2025-04-24 16:24","2025-04-22 15:00",29.9,85.8,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,7.4,11.9,266,W,1006.0,29.72,0.0,0.0,0.0,19,0,28.7,83.6,29.9,85.8,28.7,83.6,9.2,48.5,0,0,0,0,10.0,6.0,15.8,25.4,7.0
Kathmandu,"",Nepal,27.7167,85.3167,Asia/Kathmandu,1745491176,"2025-04-24 16:24","2025-04-22 14:00",30.6,87.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,7.4,11.9,264,W,1007.0,29.73,0.0,0.0,0.0,18,0,29.2,84.6,30.6,87.0,29.2,84.6,9.0,48.2,0,0,0,0,10.0,6.0,16.3,26.3,8.0
Kathmandu,"",Nepal,27.7167,85.3167,Asia/Kathmandu,1745491176,"2025-04-24 16:24","2025-04-22 13:00",30.7,87.3,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,7.2,11.5,266,W,1007.0,29.75,0.0,0.0,0.0,19,0,29.4,84.9,30.7,87.3,29.4,84.9,9.2,48.5,0,0,0,0,10.0,6.0,16.2,26.1,8.0
Kathmandu,"",Nepal,27.7167,85.3167,Asia/Kathmandu,1745491176,"2025-04-24 16:24","2025-04-22 12:00",30.4,86.8,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,6.7,10.8,270,W,1008.0,29.78,0.0,0.0,0.0,20,0,29.4,84.9,30.4,86.8,29.4,84.9,10.0,50.1,0,0,0,0,10.0,6.0,15.7,25.3,8.0
Kathmandu,"",Nepal,27.7167,85.3167,Asia/Kathmandu,1745491176,"2025-04-24 16:24","2025-04-22 11:00",30.0,86.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,5.8,9.4,273,W,1009.0,29.81,0.0,0.0,0.0,21,2,29.0,84.2,30.0,86.0,29.0,84.2,10.2,50.4,0,0,0,0,10.0,6.0,14.6,23.6,8.0
Kathmandu,"",Nepal,27.7167,85.3167,Asia/Kathmandu,1745491176,"2025-04-24 16:24","2025-04-22 10:00",29.5,85.1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,4.5,7.2,273,W,1010.0,29.84,0.0,0.0,0.0,24,2,27.8,82.0,29.5,85.1,27.8,82.0,7.1,44.8,0,0,0,0,10.0,6.0,11.5,18.5,7.0
Kathmandu,"",Nepal,27.7167,85.3167,Asia/Kathmandu,1745491176,"2025-04-24 16:24","2025-04-22 09:00",27.5,81.5,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,3.4,5.4,260,W,1011.0,29.86,0.0,0.0,0.0,29,2,26.4,79.5,27.5,81.5,26.4,79.5,7.7,45.8,0,0,0,0,10.0,6.0,7.9,12.7,7.0
Kathmandu,"",Nepal,27.7167,85.3167,Asia/Kathmandu,1745491176,"2025-04-24 16:24","2025-04-22 08:00",25.9,78.5,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,2.7,4.3,246,WSW,1011.0,29.86,0.0,0.0,0.0,33,2,25.5,77.9,25.9,78.5,25.5,77.9,8.4,47.1,0,0,0,0,10.0,6.0,5.9,9.5,7.0
Kathmandu,"",Nepal,27.7167,85.3167,Asia/Kathmandu,1745491176,"2025-04-24 16:24","2025-04-22 07:00",23.2,73.8,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1.8,2.9,230,SW,1011.0,29.86,0.0,0.0,0.0,37,2,24.9,76.9,23.2,73.8,24.9,76.9,13.0,55.3,0,0,0,0,10.0,6.0,2.4,3.9,6.0
Kathmandu,"",Nepal,27.7167,85.3167,Asia/Kathmandu,1745491176,"2025-04-24 16:24","2025-04-22 06:00",20.8,69.4,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,0.9,1.4,84,E,1011.0,29.85,0.0,0.0,0.0,47,2,20.8,69.4,20.8,69.4,20.8,69.4,9.0,48.1,0,0,0,0,10.0,6.0,1.9,3.0,6.0
Kathmandu,"",Nepal,27.7167,85.3167,Asia/Kathmandu,1745491176,"2025-04-24 16:24","2025-04-22 05:00",18.1,64.7,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,1.8,2.9,59,ENE,1010.0,29.84,0.0,0.0,0.0,51,1,18.1,64.7,18.1,64.7,18.1,64.7,7.8,46.0,0,0,0,0,10.0,6.0,3.8,6.0,0.0
